datetime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,date,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,Diff1,Diff2,Diff1_r,d_24,exp_0_05,exp_0_03,exp_0_08
2004-08-24 02:00:00,0.7,812.0,,3.2,663.0,18.0,982.0,34.0,1265.0,709.0,22.8,41.3,1.1284,2004-08-24 02:00:00,2004,8,24,3,237,35,1,-2.5,-2.4000000000000004,-0.78125,6.329166666666688,5.923612197373799,5.732104318878572,6.0675162644722604
2004-08-24 03:00:00,0.5,776.0,,2.1,590.0,0.36862933777106743,1099.0,0.36862933777106743,1245.0,602.0,21.2,43.8,1.088,2004-08-24 03:00:00,2004,8,24,3,237,35,1,-1.1,1.4,-0.5238095238095238,6.316666666666688,5.7324315875051095,5.623141189312214,5.75011496331448
2004-08-24 04:00:00,0.4,762.0,,1.7,563.0,12.0,1181.0,21.0,1208.0,492.0,21.7,42.6,1.0907,2004-08-24 04:00:00,2004,8,24,3,237,35,1,-0.40000000000000013,0.7,-0.2352941176470589,6.304166666666688,5.530810008129854,5.505446953632848,5.4261057662493215
2004-08-24 05:00:00,0.7,786.0,,2.8,642.0,39.0,1057.0,48.0,1270.0,592.0,20.2,47.1,1.1021,2004-08-24 05:00:00,2004,8,24,3,237,35,1,1.0999999999999999,1.5,0.39285714285714285,6.337500000000021,5.394269507723361,5.4242835450238625,5.216017304949376
2004-08-24 06:00:00,1.1,868.0,,5.7,798.0,83.0,866.0,71.0,1392.0,824.0,20.1,47.8,1.1093,2004-08-24 06:00:00,2004,8,24,3,237,35,1,2.9000000000000004,1.8000000000000005,0.5087719298245614,6.4166666666666865,5.409556032337193,5.432555038673146,5.2547359205534265
2004-08-24 07:00:00,1.6,965.0,,10.0,977.0,149.0,725.0,94.0,1515.0,1014.0,20.6,45.5,1.0925,2004-08-24 07:00:00,2004,8,24,3,237,35,1,4.3,1.3999999999999995,0.43,6.516666666666687,5.639078230720333,5.569578387512951,5.634357046909153
2004-08-24 08:00:00,2.3,1049.0,,14.5,1133.0,216.0,630.0,118.0,1662.0,1208.0,22.4,41.1,1.0979,2004-08-24 08:00:00,2004,8,24,3,237,35,1,4.5,0.20000000000000018,0.3103448275862069,6.50000000000002,6.082124319184317,5.837491035887562,6.34360848315642
2004-08-24 09:00:00,1.6,1008.0,,9.9,973.0,153.0,714.0,105.0,1509.0,1178.0,25.0,36.6,1.143,2004-08-24 09:00:00,2004,8,24,3,237,35,1,-4.6,-9.1,-0.4646464646464646,6.41250000000002,6.273018103225101,5.959366304810935,6.628119804503907
2004-08-24 10:00:00,2.0,1008.0,,11.2,1021.0,177.0,714.0,122.0,1549.0,1176.0,29.9,26.2,1.0891,2004-08-24 10:00:00,2004,8,24,3,237,35,1,1.299999999999999,5.899999999999999,0.11607142857142848,6.495833333333354,6.519367198063845,6.116585315666607,6.993870220143594
2004-08-24 11:00:00,1.6,973.0,,8.3,911.0,126.0,800.0,121.0,1441.0,891.0,32.9,21.8,1.0714,2004-08-24 11:00:00,2004,8,24,3,237,35,1,-2.8999999999999986,-4.1999999999999975,-0.3493975903614456,6.500000000000021,6.608398838160653,6.1820877561966086,7.098360602532106
2004-08-24 12:00:00,1.6,964.0,,9.5,959.0,96.0,787.0,115.0,1438.0,731.0,35.0,17.9,0.99,2004-08-24 12:00:00,2004,8,24,3,237,35,1,1.1999999999999993,4.099999999999998,0.12631578947368413,6.650000000000021,6.752978896252619,6.28162512351071,7.290491754329538
2004-08-24 13:00:00,1.3,923.0,,7.1,862.0,92.0,875.0,107.0,1363.0,626.0,34.6,18.2,0.9832,2004-08-24 13:00:00,2004,8,24,3,237,35,1,-2.4000000000000004,-3.5999999999999996,-0.33802816901408456,6.750000000000021,6.770329951439988,6.306176369805389,7.275252413983175
2004-08-24 14:00:00,1.0,934.0,,6.0,811.0,75.0,896.0,86.0,1343.0,553.0,33.8,22.8,1.1781,2004-08-24 14:00:00,2004,8,24,3,237,35,1,-1.0999999999999996,1.3000000000000007,-0.18333333333333326,6.829166666666688,6.731813453867988,6.296991078711226,7.173232220864522
2004-08-24 15:00:00,1.6,1036.0,,9.1,943.0,109.0,770.0,118.0,1509.0,770.0,36.3,19.5,1.1539,2004-08-24 15:00:00,2004,8,24,3,237,35,1,3.0999999999999996,4.199999999999999,0.3406593406593406,7.004166666666688,6.850222781174589,6.381081346349889,7.32737364319536
2004-08-24 16:00:00,2.0,1076.0,,10.4,994.0,133.0,723.0,129.0,1549.0,938.0,38.3,17.9,1.181,2004-08-24 16:00:00,2004,8,24,3,237,35,1,1.3000000000000007,-1.799999999999999,0.12500000000000006,7.220833333333355,7.027711642115859,6.501648905959392,7.573183751739731
2004-08-24 17:00:00,1.7,1055.0,,8.7,927.0,87.0,757.0,90.0,1520.0,716.0,36.9,20.9,1.2864,2004-08-24 17:00:00,2004,8,24,3,237,35,1,-1.700000000000001,-3.0000000000000018,-0.19540229885057486,7.270833333333354,7.111326060010065,6.5675994387806105,7.663329051600552
2004-08-24 18:00:00,1.7,1081.0,,9.0,938.0,80.0,728.0,87.0,1568.0,714.0,33.9,30.0,1.56,2004-08-24 18:00:00,2004,8,24,3,237,35,1,0.3000000000000007,2.0000000000000018,0.03333333333333341,7.337500000000021,7.205759757009562,6.6405714556171915,7.770262727472508
2004-08-24 19:00:00,1.4,1072.0,,6.8,850.0,70.0,737.0,65.0,1604.0,702.0,29.8,43.4,1.7988,2004-08-24 19:00:00,2004,8,24,3,237,35,1,-2.2,-2.500000000000001,-0.3235294117647059,7.295833333333355,7.185471769159084,6.645354311948675,7.692641709274708
2004-08-24 20:00:00,1.3,1038.0,,5.2,773.0,67.0,749.0,61.0,1568.0,687.0,27.5,50.4,1.8274,2004-08-24 20:00:00,2004,8,24,3,237,35,1,-1.5999999999999996,0.6000000000000005,-0.3076923076923076,7.154166666666687,7.086198180701129,6.601993682590215,7.493230372532732
2004-08-24 21:00:00,1.3,1059.0,,5.7,800.0,66.0,740.0,62.0,1604.0,739.0,27.5,50.4,1.8284,2004-08-24 21:00:00,2004,8,24,3,237,35,1,0.5,2.0999999999999996,0.08771929824561403,7.120833333333354,7.0168882716660725,6.574933872112508,7.349771942730114
2004-08-24 22:00:00,1.6,1070.0,,6.9,852.0,97.0,704.0,85.0,1639.0,867.0,28.1,48.0,1.7933,2004-08-24 22:00:00,2004,8,24,3,237,35,1,1.2000000000000002,0.7000000000000002,0.1739130434782609,7.12500000000002,7.011043858082768,6.584685855949132,7.313790187311705
2004-08-24 23:00:00,1.8,1093.0,,7.8,893.0,90.0,677.0,83.0,1678.0,927.0,26.9,49.6,1.7299,2004-08-24 23:00:00,2004,8,24,3,237,35,1,0.8999999999999995,-0.3000000000000007,0.11538461538461532,7.212500000000021,7.05049166517863,6.6211452802706585,7.352686972326769
2004-08-25 00:00:00,1.5,1016.0,,6.8,849.0,99.0,729.0,84.0,1609.0,872.0,26.0,48.0,1.5899,2004-08-25 00:00:00,2004,8,25,3,238,35,2,-1.0,-1.8999999999999995,-0.14705882352941177,7.254166666666688,7.037967081919698,6.626510921862538,7.308472014540628
2004-08-25 01:00:00,1.3,988.0,,6.3,825.0,71.0,756.0,71.0,1559.0,848.0,24.9,50.6,1.5747,2004-08-25 01:00:00,2004,8,25,3,238,35,2,-0.5,0.5,-0.07936507936507936,7.279166666666689,7.001068727823713,6.616715594206662,7.227794253377379
2004-08-25 02:00:00,1.1,930.0,,4.7,749.0,59.0,823.0,62.0,1464.0,777.0,23.7,53.2,1.5418,2004-08-25 02:00:00,2004,8,25,3,238,35,2,-1.5999999999999996,-1.0999999999999996,-0.34042553191489355,7.341666666666689,6.886015291432527,6.5592141263804615,7.025570713107189
2004-08-25 03:00:00,0.5,815.0,,2.0,584.0,0.30872942814122717,1102.0,0.30872942814122717,1363.0,513.0,24.5,50.9,1.5416,2004-08-25 03:00:00,2004,8,25,3,238,35,2,-2.7,-1.1000000000000005,-1.35,7.337500000000023,6.6417145268609,6.422437702589047,6.6235250560586145
2004-08-25 04:00:00,0.6,884.0,,3.6,686.0,26.0,908.0,40.0,1439.0,651.0,22.9,56.1,1.5492,2004-08-25 04:00:00,2004,8,25,3,238,35,2,1.6,4.300000000000001,0.4444444444444445,7.416666666666689,6.489628800517854,6.337764571511375,6.381643051573926
2004-08-25 05:00:00,0.7,913.0,,4.4,730.0,47.0,883.0,50.0,1493.0,774.0,23.3,55.5,1.5636,2004-08-25 05:00:00,2004,8,25,3,238,35,2,0.8000000000000003,-0.7999999999999998,0.18181818181818185,7.483333333333356,6.3851473604919615,6.279631634366034,6.223111607448012
2004-08-25 06:00:00,1.1,994.0,,6.4,829.0,108.0,784.0,78.0,1581.0,982.0,23.6,54.2,1.5583,2004-08-25 06:00:00,2004,8,25,3,238,35,2,2.0,1.1999999999999997,0.3125,7.512500000000023,6.385889992467363,6.283242685335052,6.237262678852172
2004-08-25 07:00:00,1.9,1173.0,,11.9,1047.0,160.0,631.0,89.0,1815.0,1175.0,24.9,52.9,1.643,2004-08-25 07:00:00,2004,8,25,3,238,35,2,5.5,3.5,0.4621848739495798,7.59166666666669,6.661595492843994,6.451745404775001,6.690281664543998
2004-08-25 08:00:00,3.5,1314.0,,21.0,1325.0,204.0,499.0,106.0,2143.0,1390.0,26.4,50.8,1.7166,2004-08-25 08:00:00,2004,8,25,3,238,35,2,9.1,3.5999999999999996,0.4333333333333333,7.862500000000023,7.378515718201794,6.888193042631751,7.835059131380478
2004-08-25 09:00:00,2.9,1252.0,,15.6,1168.0,193.0,557.0,107.0,1938.0,1352.0,28.1,47.4,1.7753,2004-08-25 09:00:00,2004,8,25,3,238,35,2,-5.4,-14.5,-0.3461538461538462,8.100000000000023,7.789589932291705,7.149547251352798,8.45625440087004
2004-08-25 10:00:00,2.2,1151.0,,12.1,1053.0,146.0,623.0,93.0,1835.0,1152.0,30.2,43.2,1.823,2004-08-25 10:00:00,2004,8,25,3,238,35,2,-3.5,1.9000000000000004,-0.2892561983471075,8.137500000000022,8.00511043567712,7.2980608338122135,8.747754048800438
2004-08-25 11:00:00,2.0,1122.0,,9.3,951.0,126.0,687.0,95.0,1729.0,1022.0,31.2,41.9,1.871,2004-08-25 11:00:00,2004,8,25,3,238,35,2,-2.799999999999999,0.7000000000000011,-0.30107526881720414,8.17916666666669,8.069854913893263,7.358119008797847,8.791933724896403
2004-08-25 12:00:00,1.7,1111.0,,8.7,927.0,90.0,707.0,78.0,1715.0,922.0,33.9,36.0,1.8692,2004-08-25 12:00:00,2004,8,25,3,238,35,2,-0.6000000000000014,2.1999999999999975,-0.06896551724137948,8.145833333333355,8.1013621681986,7.398375438533912,8.78457902690469
2004-08-25 13:00:00,1.6,1058.0,,7.9,894.0,84.0,736.0,76.0,1648.0,825.0,33.9,34.1,1.7754,2004-08-25 13:00:00,2004,8,25,3,238,35,2,-0.7999999999999989,-0.1999999999999975,-0.10126582278480999,8.17916666666669,8.09129405978867,7.413424175377894,8.713812704752316
2004-08-25 14:00:00,1.3,972.0,,6.2,820.0,60.0,811.0,66.0,1535.0,630.0,34.4,30.6,1.6402,2004-08-25 14:00:00,2004,8,25,3,238,35,2,-1.7000000000000002,-0.9000000000000012,-0.2741935483870968,8.187500000000023,7.996729356799236,7.377021450116557,8.512707688372132
2004-08-25 15:00:00,1.3,985.0,,6.3,826.0,66.0,808.0,71.0,1544.0,621.0,35.3,28.5,1.6034,2004-08-25 15:00:00,2004,8,25,3,238,35,2,0.09999999999999964,1.7999999999999998,0.015873015873015817,8.070833333333356,7.911892888959274,7.344710806613061,8.335691073302362
2004-08-25 16:00:00,1.3,1004.0,,6.0,814.0,57.0,808.0,61.0,1520.0,602.0,36.3,28.3,1.6851,2004-08-25 16:00:00,2004,8,25,3,238,35,2,-0.2999999999999998,-0.39999999999999947,-0.04999999999999997,7.887500000000023,7.81629824451131,7.3043694824146685,8.148835787438173
2004-08-25 17:00:00,1.6,1030.0,,7.9,897.0,71.0,733.0,73.0,1592.0,668.0,35.3,29.4,1.6577,2004-08-25 17:00:00,2004,8,25,3,238,35,2,1.9000000000000004,2.2,0.24050632911392408,7.85416666666669,7.820483332285743,7.322238397942228,8.12892892444312
2004-08-25 18:00:00,1.3,965.0,,5.8,802.0,51.0,821.0,54.0,1504.0,564.0,32.5,34.1,1.6453,2004-08-25 18:00:00,2004,8,25,3,238,35,2,-2.1000000000000005,-4.000000000000001,-0.3620689655172415,7.720833333333357,7.719459165671456,7.276571246003962,7.94261461048767
2004-08-25 19:00:00,1.4,987.0,,6.3,824.0,49.0,793.0,53.0,1541.0,581.0,29.1,42.1,1.6695,2004-08-25 19:00:00,2004,8,25,3,238,35,2,0.5,2.6000000000000005,0.07936507936507936,7.700000000000024,7.648486207387883,7.247274108623842,7.8112054416486565
2004-08-25 20:00:00,1.4,923.0,,6.0,811.0,59.0,804.0,69.0,1434.0,604.0,27.8,35.6,1.3116,2004-08-25 20:00:00,2004,8,25,3,238,35,2,-0.2999999999999998,-0.7999999999999998,-0.04999999999999997,7.733333333333358,7.566061897018488,7.209855885365126,7.666309006316764
2004-08-25 21:00:00,1.3,872.0,,6.3,824.0,66.0,853.0,77.0,1346.0,590.0,27.0,30.0,1.0542,2004-08-25 21:00:00,2004,8,25,3,238,35,2,0.2999999999999998,0.5999999999999996,0.047619047619047596,7.758333333333359,7.5027588021675635,7.182560208804173,7.5570042858114235
2004-08-25 22:00:00,1.4,939.0,,6.8,849.0,72.0,804.0,83.0,1479.0,650.0,26.3,37.3,1.2555,2004-08-25 22:00:00,2004,8,25,3,238,35,2,0.5,0.20000000000000018,0.07352941176470588,7.754166666666692,7.467620862059185,7.171083402540047,7.4964439429465095
2004-08-25 23:00:00,1.5,954.0,,7.0,855.0,89.0,792.0,94.0,1474.0,745.0,25.2,40.8,1.2877,2004-08-25 23:00:00,2004,8,25,3,238,35,2,0.20000000000000018,-0.2999999999999998,0.0285714285714286,7.720833333333359,7.444239818956225,7.165950900463845,7.4567284275107895
2004-08-26 00:00:00,1.5,969.0,,7.0,857.0,75.0,753.0,84.0,1485.0,821.0,24.3,43.3,1.2973,2004-08-26 00:00:00,2004,8,26,3,239,35,3,0.0,-0.20000000000000018,0.0,7.729166666666692,7.422027828008413,7.16097237344993,7.420190153309926
2004-08-26 01:00:00,0.9,882.0,,5.0,763.0,38.0,879.0,55.0,1388.0,656.0,23.3,45.3,1.2794,2004-08-26 01:00:00,2004,8,26,3,239,35,3,-2.0,-2.0,-0.4,7.675000000000025,7.300926436607992,7.096143202246432,7.226574941045133
2004-08-26 02:00:00,0.6,805.0,,2.8,637.0,24.0,1048.0,35.0,1276.0,520.0,24.1,44.0,1.3034,2004-08-26 02:00:00,2004,8,26,3,239,35,3,-2.2,-0.20000000000000018,-0.7857142857142858,7.595833333333359,7.075880114777592,6.967258906179038,6.872448945761523
2004-08-26 03:00:00,0.5,790.0,,2.1,590.0,0.3462597252240118,1122.0,0.3462597252240118,1257.0,493.0,23.8,44.8,1.3061,2004-08-26 03:00:00,2004,8,26,3,239,35,3,-0.6999999999999997,1.5000000000000004,-0.3333333333333332,7.600000000000025,6.827086109038712,6.821241138993666,6.490653030100601
2004-08-26 04:00:00,0.28841102859392453,779.0,,1.7,560.0,19.0,1189.0,31.0,1231.0,487.0,23.0,47.7,1.3232,2004-08-26 04:00:00,2004,8,26,3,239,35,3,-0.40000000000000013,0.2999999999999996,-0.2352941176470589,7.520833333333358,6.570731803586776,6.6676039048238565,6.107400787692553
2004-08-26 05:00:00,0.5,842.0,,2.8,640.0,40.0,1070.0,45.0,1293.0,595.0,23.7,46.7,1.3501,2004-08-26 05:00:00,2004,8,26,3,239,35,3,1.0999999999999999,1.5,0.39285714285714285,7.4541666666666915,6.382195213407437,6.55157578767914,5.842808724677149
2004-08-26 06:00:00,1.0,841.8478260869565,,2.8217391304347825,641.2826086956521,63.0,1066.5652173913043,59.0,1294.4782608695652,599.3695652173913,23.61521739130435,46.97391304347826,1.350108695652174,2004-08-26 06:00:00,2004,8,26,3,239,35,3,0.021739130434782705,-1.0782608695652172,0.007704160246533163,7.305072463768141,6.2041724092588035,6.439680687961809,5.60112315713776
2004-08-26 07:00:00,1.9,841.695652173913,,2.8434782608695652,642.5652173913044,121.0,1063.1304347826087,83.0,1295.9565217391305,603.7391304347826,23.530434782608694,47.24782608695652,1.3501173913043478,2004-08-26 07:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007645259938837954,6.927717391304373,6.0361377018393405,6.331794615149041,5.380511565436305
2004-08-26 08:00:00,2.6,841.5434782608696,,2.8652173913043475,643.8478260869565,143.0,1059.695652173913,90.0,1297.4347826086957,608.1086956521739,23.445652173913043,47.52173913043479,1.350126086956522,2004-08-26 08:00:00,2004,8,26,3,239,35,3,0.02173913043478226,-4.440892098500626e-16,0.007587253414263916,6.172101449275388,5.8775916863125905,6.227797298433701,5.179288031505749
2004-08-26 09:00:00,1.7,841.3913043478261,,2.88695652173913,645.1304347826087,104.0,1056.2608695652175,87.0,1298.9130434782608,612.4782608695652,23.360869565217392,47.79565217391305,1.3501347826086958,2004-08-26 09:00:00,2004,8,26,3,239,35,3,0.021739130434782705,4.440892098500626e-16,0.007530120481927745,5.642391304347853,5.728059928083917,6.127572075132863,4.995901510724419
2004-08-26 10:00:00,1.7,841.2391304347826,,2.908695652173913,646.4130434782609,111.0,1052.8260869565217,83.0,1300.391304347826,616.8478260869565,23.276086956521738,48.06956521739131,1.3501434782608697,2004-08-26 10:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007473841554559077,5.2594202898550995,5.587091714288417,6.031005782444095,4.828925042040378
2004-08-26 11:00:00,1.4,841.0869565217391,,2.9304347826086956,647.695652173913,83.0,1049.391304347826,71.0,1301.8695652173913,621.2173913043479,23.191304347826087,48.34347826086957,1.3501521739130435,2004-08-26 11:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007418397626112793,4.994021739130462,5.45425886770443,5.937988652449032,4.6770458212858435
2004-08-26 12:00:00,1.6,840.9347826086956,,2.9521739130434783,648.9782608695652,90.0,1045.9565217391305,77.0,1303.3478260869565,625.5869565217391,23.106521739130436,48.61739130434783,1.3501608695652174,2004-08-26 12:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007363770250368221,4.754528985507274,5.329154619971383,5.848414210266865,4.539056068626454
2004-08-26 13:00:00,1.3,840.7826086956521,,2.9739130434782606,650.2608695652174,82.0,1042.5217391304348,75.0,1304.8260869565217,629.9565217391305,23.02173913043478,48.891304347826086,1.3501695652173913,2004-08-26 13:00:00,2004,8,26,3,239,35,3,0.02173913043478226,-4.440892098500626e-16,0.0073099415204677205,4.549275362318867,5.211392541146727,5.762179175263207,4.4138446266145985
2004-08-26 14:00:00,0.9,840.6304347826087,,2.9956521739130433,651.5434782608696,48.0,1039.0869565217392,52.0,1306.304347826087,634.3260869565217,22.93695652173913,49.16521739130435,1.3501782608695654,2004-08-26 14:00:00,2004,8,26,3,239,35,3,0.021739130434782705,4.440892098500626e-16,0.007256894049346912,4.415760869565244,5.100605522785042,5.679183365222702,4.3003892303984745
2004-08-26 15:00:00,1.4,840.4782608695652,,3.017391304347826,652.8260869565217,89.0,1035.6521739130435,76.0,1307.7826086956522,638.695652173913,22.85217391304348,49.43913043478261,1.3501869565217393,2004-08-26 15:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007204610951008677,4.278985507246404,4.996444811863181,5.5993296033964555,4.197749396314423
2004-08-26 16:00:00,1.0,840.3260869565217,,3.0391304347826087,654.1086956521739,58.0,1032.2173913043478,60.0,1309.2608695652175,643.0652173913044,22.767391304347825,49.71304347826087,1.3501956521739131,2004-08-26 16:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007153075822603752,4.155615942029012,4.898579093009151,5.52252362833804,4.105059879391878
2004-08-26 17:00:00,2.2,840.1739130434783,,3.060869565217391,655.3913043478261,129.0,1028.7826086956522,99.0,1310.7391304347825,647.4347826086956,22.682608695652174,49.98695652173913,1.350204347826087,2004-08-26 17:00:00,2004,8,26,3,239,35,3,0.02173913043478226,-4.440892098500626e-16,0.007102272727272614,3.953985507246403,4.806693616619563,5.448674006444421,4.021524654257919
2004-08-26 18:00:00,1.9,840.0217391304348,,3.0826086956521737,656.6739130434783,103.0,1025.3478260869565,88.0,1312.2173913043478,651.804347826087,22.597826086956523,50.26086956521739,1.3502130434782609,2004-08-26 18:00:00,2004,8,26,3,239,35,3,0.021739130434782705,4.440892098500626e-16,0.007052186177715123,3.8407608695652438,4.720489370571193,5.377692047120653,3.9464113775694596
2004-08-26 19:00:00,2.1,839.8695652173913,,3.1043478260869564,657.9565217391304,115.0,1021.9130434782609,91.0,1313.695652173913,656.1739130434783,22.51304347826087,50.53478260869565,1.3502217391304348,2004-08-26 19:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.007002801120448211,3.7076086956522,4.639682293346981,5.309491720489642,3.8790462934508594
2004-08-26 20:00:00,1.7,839.7173913043479,,3.126086956521739,659.2391304347826,108.0,1018.4782608695652,91.0,1315.1739130434783,660.5434782608695,22.428260869565218,50.80869565217392,1.3502304347826088,2004-08-26 20:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.006954102920723257,3.5878623188406054,4.5640025265057185,5.243989577570605,3.81880954649653
2004-08-26 21:00:00,1.0,839.5652173913044,,3.1478260869565213,660.5217391304348,60.0,1015.0434782608695,68.0,1316.6521739130435,664.9130434782609,22.343478260869563,51.082608695652176,1.3502391304347827,2004-08-26 21:00:00,2004,8,26,3,239,35,3,0.02173913043478226,-4.440892098500626e-16,0.006906077348066189,3.456521739130461,4.493193704528258,5.181104672852182,3.76513086973333
2004-08-26 22:00:00,1.1,839.4130434782609,,3.169565217391304,661.804347826087,68.0,1011.6086956521739,71.0,1318.1304347826087,669.2826086956522,22.258695652173913,51.356521739130436,1.3502478260869566,2004-08-26 22:00:00,2004,8,26,3,239,35,3,0.021739130434782705,4.440892098500626e-16,0.006858710562414297,3.3052536231884324,4.42701228017141,5.120758489188356,3.717485617545968
2004-08-26 23:00:00,0.7,839.2608695652174,,3.1913043478260867,663.0869565217391,36.0,1008.1739130434783,49.0,1319.608695652174,673.6521739130435,22.17391304347826,51.630434782608695,1.3502565217391305,2004-08-26 23:00:00,2004,8,26,3,239,35,3,0.021739130434782705,0.0,0.006811989100817469,3.1465579710145195,4.365226883554144,5.062874864947488,3.6753911159683774
2004-08-27 00:00:00,1.3,839.1086956521739,,3.2130434782608694,664.3695652173913,81.0,1004.7391304347826,71.0,1321.0869565217392,678.0217391304348,22.089130434782607,51.904347826086955,1.3502652173913043,2004-08-27 00:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006765899864682033,2.988768115942056,4.30761771328948,5.007379923346889,3.638403304951777
2004-08-27 01:00:00,1.3,838.9565217391304,,3.234782608695652,665.6521739130435,91.0,1001.304347826087,76.0,1322.5652173913043,682.3913043478261,22.004347826086956,52.17826086956522,1.3502739130434782,2004-08-27 01:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006720430107526911,2.9152173913043744,4.253975958059789,4.954202003907351,3.606113649251287
2004-08-27 02:00:00,1.0,838.804347826087,,3.2565217391304344,666.9347826086956,65.0,997.8695652173913,67.0,1324.0434782608695,686.7608695652174,21.919565217391305,52.45217391304348,1.3502826086956523,2004-08-27 02:00:00,2004,8,27,3,240,35,4,0.02173913043478226,-4.440892098500626e-16,0.006675567423230869,2.9342391304348094,4.204103247113322,4.903271595964044,3.578146296441619
2004-08-27 03:00:00,0.7,838.6521739130435,,3.278260869565217,668.2173913043479,0.6093402428462844,994.4347826086956,0.6093402428462844,1325.5217391304348,691.1304347826087,21.83478260869565,52.72608695652174,1.3502913043478262,2004-08-27 03:00:00,2004,8,27,3,240,35,4,0.021739130434782705,4.440892098500626e-16,0.00663129973474804,2.9833333333333605,4.157811128235916,4.854521274172079,3.554155462291507
2004-08-27 04:00:00,0.6,838.5,,3.3,669.5,46.0,991.0,58.0,1327.0,695.5,21.75,53.0,1.3503,2004-08-27 04:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.0065876152832674865,3.050000000000027,4.114920571824119,4.807885635946916,3.5338230253081866
2004-08-27 05:00:00,0.7,838.3478260869565,,3.3217391304347825,670.7826086956521,71.0,987.5652173913044,53.0,1328.4782608695652,699.8695652173913,21.66521739130435,53.27391304347826,1.350308695652174,2004-08-27 05:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006544502617801077,3.071739130434809,4.075261499754652,4.763301240781552,3.516856313718314
2004-08-27 06:00:00,1.1,838.195652173913,,3.3434782608695652,672.0652173913044,92.0,984.1304347826087,52.0,1329.9565217391305,704.2391304347826,21.580434782608695,53.54782608695652,1.3503173913043478,2004-08-27 06:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006501950585175582,3.093478260869592,4.0386723378103975,4.720706551384192,3.5029860694904142
2004-08-27 07:00:00,2.4,838.0434782608696,,3.3652173913043475,673.3478260869565,201.0,980.695652173913,68.0,1331.4347826086957,708.6086956521739,21.495652173913044,53.82173913043478,1.350326086956522,2004-08-27 07:00:00,2004,8,27,3,240,35,4,0.02173913043478226,-4.440892098500626e-16,0.006459948320413334,3.1152173913043746,4.004999590485095,4.680041876581797,3.4919645752355293
2004-08-27 08:00:00,2.4,837.8913043478261,,3.38695652173913,674.6304347826087,169.0,977.2608695652174,69.0,1332.9130434782608,712.9782608695652,21.410869565217393,54.095652173913045,1.3503347826086958,2004-08-27 08:00:00,2004,8,27,3,240,35,4,0.021739130434782705,4.440892098500626e-16,0.006418485237483983,3.1369565217391577,3.9740974370477966,4.641249315936516,3.4835639309558175
2004-08-27 09:00:00,2.3,837.7391304347826,,3.408695652173913,675.9130434782609,158.0,973.8260869565217,83.0,1334.391304347826,717.3478260869565,21.32608695652174,54.369565217391305,1.3503434782608696,2004-08-27 09:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006377551020408192,3.15869565217394,3.9458273478041024,4.604272706023638,3.4775744686532657
2004-08-27 10:00:00,2.2,837.5869565217391,,3.4304347826086956,677.195652173913,147.0,970.3913043478261,99.0,1335.8695652173913,721.7173913043479,21.241304347826087,54.643478260869564,1.3503521739130435,2004-08-27 10:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006337135614702183,3.1804347826087227,3.920057719544332,4.569057568321189,3.4738032937697
2004-08-27 11:00:00,1.8,837.4347826086956,,3.4521739130434783,678.4782608695652,119.0,966.9565217391305,101.0,1337.3478260869565,726.0869565217391,21.156521739130437,54.917391304347824,1.3503608695652174,2004-08-27 11:00:00,2004,8,27,3,240,35,4,0.021739130434782705,0.0,0.006297229219143605,3.2021739130435054,3.896663529219289,4.535551058662858,3.472072943311602
2004-08-27 12:00:00,2.0,837.2826086956521,,3.4739130434782606,679.7608695652174,114.0,963.5217391304348,104.0,1338.8260869565217,730.4565217391305,21.071739130434782,55.19130434782608,1.3503695652173913,2004-08-27 12:00:00,2004,8,27,3,240,35,4,0.02173913043478226,-4.440892098500626e-16,0.006257822277847209,3.2239130434782877,3.8755260049322375,4.5037019182073195,3.472220151324935
2004-08-27 13:00:00,1.5,837.1304347826087,,3.4956521739130433,681.0434782608695,92.0,960.0869565217391,89.0,1340.304347826087,734.8260869565217,20.98695652173913,55.46521739130435,1.3503782608695654,2004-08-27 13:00:00,2004,8,27,3,240,35,4,0.021739130434782705,4.440892098500626e-16,0.006218905472636844,3.2456521739130704,3.8565323133812774,4.473460425878491,3.4740947131319837
